id,image_id,geometry,class,bounds,width,height
1007,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1094, 402), (1185, 402), (1185, 500), (1094, 500), (1094, 402)]",Pesawat,"(1094, 402, 1185, 500)",91,98
1008,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(983, 402), (1061, 402), (1061, 495), (983, 495), (983, 402)]",Pesawat,"(983, 402, 1061, 495)",78,93
1009,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(893, 403), (972, 403), (972, 500), (893, 500), (893, 403)]",Pesawat,"(893, 403, 972, 500)",79,97
1010,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(798, 403), (875, 403), (875, 498), (798, 498), (798, 403)]",Pesawat,"(798, 403, 875, 498)",77,95
1011,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1788, 673), (1870, 673), (1870, 756), (1788, 756), (1788, 673)]",Pesawat,"(1788, 673, 1870, 756)",82,83
1012,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1592, 704), (1673, 704), (1673, 795), (1592, 795), (1592, 704)]",Pesawat,"(1592, 704, 1673, 795)",81,91
1013,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1273, 662), (1358, 662), (1358, 752), (1273, 752), (1273, 662)]",Pesawat,"(1273, 662, 1358, 752)",85,90
1014,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1188, 668), (1269, 668), (1269, 760), (1188, 760), (1188, 668)]",Pesawat,"(1188, 668, 1269, 760)",81,92
1015,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(989, 670), (1068, 670), (1068, 753), (989, 753), (989, 670)]",Pesawat,"(989, 670, 1068, 753)",79,83
1016,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(888, 669), (969, 669), (969, 762), (888, 762), (888, 669)]",Pesawat,"(888, 669, 969, 762)",81,93
1017,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(791, 663), (882, 663), (882, 751), (791, 751), (791, 663)]",Pesawat,"(791, 663, 882, 751)",91,88
1018,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2493, 1436), (2539, 1436), (2539, 1503), (2493, 1503), (2493, 1436)]",Pesawat,"(2493, 1436, 2539, 1503)",46,67
1019,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2335, 1423), (2418, 1423), (2418, 1529), (2335, 1529), (2335, 1423)]",Pesawat,"(2335, 1423, 2418, 1529)",83,106
1020,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2248, 1424), (2329, 1424), (2329, 1529), (2248, 1529), (2248, 1424)]",Pesawat,"(2248, 1424, 2329, 1529)",81,105
1021,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2113, 1426), (2190, 1426), (2190, 1519), (2113, 1519), (2113, 1426)]",Pesawat,"(2113, 1426, 2190, 1519)",77,93
1022,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2016, 1430), (2096, 1430), (2096, 1523), (2016, 1523), (2016, 1430)]",Pesawat,"(2016, 1430, 2096, 1523)",80,93
1023,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1918, 1427), (2000, 1427), (2000, 1525), (1918, 1525), (1918, 1427)]",Pesawat,"(1918, 1427, 2000, 1525)",82,98
1024,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1804, 1413), (1884, 1413), (1884, 1523), (1804, 1523), (1804, 1413)]",Pesawat,"(1804, 1413, 1884, 1523)",80,110
1025,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1705, 1419), (1790, 1419), (1790, 1523), (1705, 1523), (1705, 1419)]",Pesawat,"(1705, 1419, 1790, 1523)",85,104
1026,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1614, 1407), (1694, 1407), (1694, 1528), (1614, 1528), (1614, 1407)]",Pesawat,"(1614, 1407, 1694, 1528)",80,121
1027,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1330, 1416), (1411, 1416), (1411, 1510), (1330, 1510), (1330, 1416)]",Pesawat,"(1330, 1416, 1411, 1510)",81,94
1028,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1189, 1415), (1273, 1415), (1273, 1517), (1189, 1517), (1189, 1415)]",Pesawat,"(1189, 1415, 1273, 1517)",84,102
1029,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(935, 1086), (1020, 1086), (1020, 1168), (935, 1168), (935, 1086)]",Pesawat,"(935, 1086, 1020, 1168)",85,82
1030,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1098, 1414), (1182, 1414), (1182, 1516), (1098, 1516), (1098, 1414)]",Pesawat,"(1098, 1414, 1182, 1516)",84,102
1031,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(983, 1412), (1064, 1412), (1064, 1515), (983, 1515), (983, 1412)]",Pesawat,"(983, 1412, 1064, 1515)",81,103
1032,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(891, 1418), (974, 1418), (974, 1517), (891, 1517), (891, 1418)]",Pesawat,"(891, 1418, 974, 1517)",83,99
1033,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(789, 1410), (882, 1410), (882, 1518), (789, 1518), (789, 1410)]",Pesawat,"(789, 1410, 882, 1518)",93,108
1034,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(698, 1405), (783, 1405), (783, 1511), (698, 1511), (698, 1405)]",Pesawat,"(698, 1405, 783, 1511)",85,106
1035,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(600, 1415), (690, 1415), (690, 1519), (600, 1519), (600, 1415)]",Pesawat,"(600, 1415, 690, 1519)",90,104
1036,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(489, 1413), (568, 1413), (568, 1510), (489, 1510), (489, 1413)]",Pesawat,"(489, 1413, 568, 1510)",79,97
1037,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(399, 1414), (481, 1414), (481, 1508), (399, 1508), (399, 1414)]",Pesawat,"(399, 1414, 481, 1508)",82,94
1038,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2493, 1787), (2546, 1787), (2546, 1864), (2493, 1864), (2493, 1787)]",Pesawat,"(2493, 1787, 2546, 1864)",53,77
1039,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2417, 1782), (2480, 1782), (2480, 1853), (2417, 1853), (2417, 1782)]",Pesawat,"(2417, 1782, 2480, 1853)",63,71
1040,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2343, 1784), (2406, 1784), (2406, 1857), (2343, 1857), (2343, 1784)]",Pesawat,"(2343, 1784, 2406, 1857)",63,73
1041,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2251, 1771), (2331, 1771), (2331, 1855), (2251, 1855), (2251, 1771)]",Pesawat,"(2251, 1771, 2331, 1855)",80,84
1042,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2111, 1770), (2192, 1770), (2192, 1854), (2111, 1854), (2111, 1770)]",Pesawat,"(2111, 1770, 2192, 1854)",81,84
1043,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(2015, 1774), (2097, 1774), (2097, 1861), (2015, 1861), (2015, 1774)]",Pesawat,"(2015, 1774, 2097, 1861)",82,87
1044,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1897, 1769), (1994, 1769), (1994, 1887), (1897, 1887), (1897, 1769)]",Pesawat,"(1897, 1769, 1994, 1887)",97,118
1045,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1778, 1746), (1876, 1746), (1876, 1857), (1778, 1857), (1778, 1746)]",Pesawat,"(1778, 1746, 1876, 1857)",98,111
1046,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1606, 1732), (1748, 1732), (1748, 1880), (1606, 1880), (1606, 1732)]",Pesawat,"(1606, 1732, 1748, 1880)",142,148
1047,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1666, 1930), (1757, 1930), (1757, 2015), (1666, 2015), (1666, 1930)]",Pesawat,"(1666, 1930, 1757, 2015)",91,85
1048,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1305, 1722), (1395, 1722), (1395, 1844), (1305, 1844), (1305, 1722)]",Pesawat,"(1305, 1722, 1395, 1844)",90,122
1049,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1126, 1728), (1264, 1728), (1264, 1866), (1126, 1866), (1126, 1728)]",Pesawat,"(1126, 1728, 1264, 1866)",138,138
1050,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(1000, 1765), (1081, 1765), (1081, 1858), (1000, 1858), (1000, 1765)]",Pesawat,"(1000, 1765, 1081, 1858)",81,93
1051,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(905, 1760), (985, 1760), (985, 1859), (905, 1859), (905, 1760)]",Pesawat,"(905, 1760, 985, 1859)",80,99
1052,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(804, 1767), (887, 1767), (887, 1861), (804, 1861), (804, 1767)]",Pesawat,"(804, 1767, 887, 1861)",83,94
1053,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(677, 1759), (759, 1759), (759, 1842), (677, 1842), (677, 1759)]",Pesawat,"(677, 1759, 759, 1842)",82,83
1054,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(578, 1756), (662, 1756), (662, 1850), (578, 1850), (578, 1756)]",Pesawat,"(578, 1756, 662, 1850)",84,94
1055,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(484, 1764), (574, 1764), (574, 1858), (484, 1858), (484, 1764)]",Pesawat,"(484, 1764, 574, 1858)",90,94
1056,d3d2b706-9017-41f4-b57e-469038daa634.jpg,"[(399, 1766), (478, 1766), (478, 1848), (399, 1848), (399, 1766)]",Pesawat,"(399, 1766, 478, 1848)",79,82
1057,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1677, 485), (1777, 485), (1777, 554), (1677, 554), (1677, 485)]",Pesawat,"(1677, 485, 1777, 554)",100,69
1058,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1904, 853), (1996, 853), (1996, 923), (1904, 923), (1904, 853)]",Pesawat,"(1904, 853, 1996, 923)",92,70
1059,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2163, 866), (2248, 866), (2248, 934), (2163, 934), (2163, 866)]",Pesawat,"(2163, 866, 2248, 934)",85,68
1060,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2384, 938), (2474, 938), (2474, 1005), (2384, 1005), (2384, 938)]",Pesawat,"(2384, 938, 2474, 1005)",90,67
1061,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2386, 1185), (2473, 1185), (2473, 1253), (2386, 1253), (2386, 1185)]",Pesawat,"(2386, 1185, 2473, 1253)",87,68
1062,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2394, 1348), (2475, 1348), (2475, 1411), (2394, 1411), (2394, 1348)]",Pesawat,"(2394, 1348, 2475, 1411)",81,63
1063,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2154, 1364), (2235, 1364), (2235, 1429), (2154, 1429), (2154, 1364)]",Pesawat,"(2154, 1364, 2235, 1429)",81,65
1064,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2150, 1657), (2242, 1657), (2242, 1730), (2150, 1730), (2150, 1657)]",Pesawat,"(2150, 1657, 2242, 1730)",92,73
1065,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2153, 1744), (2243, 1744), (2243, 1815), (2153, 1815), (2153, 1744)]",Pesawat,"(2153, 1744, 2243, 1815)",90,71
1066,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2165, 1828), (2248, 1828), (2248, 1902), (2165, 1902), (2165, 1828)]",Pesawat,"(2165, 1828, 2248, 1902)",83,74
1067,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2155, 1911), (2248, 1911), (2248, 1985), (2155, 1985), (2155, 1911)]",Pesawat,"(2155, 1911, 2248, 1985)",93,74
1068,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2138, 1993), (2225, 1993), (2225, 2070), (2138, 2070), (2138, 1993)]",Pesawat,"(2138, 1993, 2225, 2070)",87,77
1069,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2162, 2169), (2264, 2169), (2264, 2245), (2162, 2245), (2162, 2169)]",Pesawat,"(2162, 2169, 2264, 2245)",102,76
1070,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2179, 2255), (2280, 2255), (2280, 2317), (2179, 2317), (2179, 2255)]",Pesawat,"(2179, 2255, 2280, 2317)",101,62
1071,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(2381, 1904), (2474, 1904), (2474, 1988), (2381, 1988), (2381, 1904)]",Pesawat,"(2381, 1904, 2474, 1988)",93,84
1072,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1528, 847), (1638, 847), (1638, 923), (1528, 923), (1528, 847)]",Pesawat,"(1528, 847, 1638, 923)",110,76
1073,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1769, 939), (1856, 939), (1856, 1003), (1769, 1003), (1769, 939)]",Pesawat,"(1769, 939, 1856, 1003)",87,64
1074,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1771, 1023), (1869, 1023), (1869, 1102), (1771, 1102), (1771, 1023)]",Pesawat,"(1771, 1023, 1869, 1102)",98,79
1075,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1527, 1017), (1633, 1017), (1633, 1084), (1527, 1084), (1527, 1017)]",Pesawat,"(1527, 1017, 1633, 1084)",106,67
1076,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1526, 1105), (1630, 1105), (1630, 1178), (1526, 1178), (1526, 1105)]",Pesawat,"(1526, 1105, 1630, 1178)",104,73
1077,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1528, 1295), (1634, 1295), (1634, 1365), (1528, 1365), (1528, 1295)]",Pesawat,"(1528, 1295, 1634, 1365)",106,70
1078,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1535, 1385), (1617, 1385), (1617, 1459), (1535, 1459), (1535, 1385)]",Pesawat,"(1535, 1385, 1617, 1459)",82,74
1079,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1788, 1476), (1860, 1476), (1860, 1547), (1788, 1547), (1788, 1476)]",Pesawat,"(1788, 1476, 1860, 1547)",72,71
1080,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1776, 1606), (1862, 1606), (1862, 1683), (1776, 1683), (1776, 1606)]",Pesawat,"(1776, 1606, 1862, 1683)",86,77
1081,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1762, 1793), (1854, 1793), (1854, 1866), (1762, 1866), (1762, 1793)]",Pesawat,"(1762, 1793, 1854, 1866)",92,73
1082,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1743, 1885), (1847, 1885), (1847, 1954), (1743, 1954), (1743, 1885)]",Pesawat,"(1743, 1885, 1847, 1954)",104,69
1083,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1768, 2074), (1867, 2074), (1867, 2143), (1768, 2143), (1768, 2074)]",Pesawat,"(1768, 2074, 1867, 2143)",99,69
1084,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1772, 2255), (1854, 2255), (1854, 2318), (1772, 2318), (1772, 2255)]",Pesawat,"(1772, 2255, 1854, 2318)",82,63
1085,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1512, 1469), (1611, 1469), (1611, 1544), (1512, 1544), (1512, 1469)]",Pesawat,"(1512, 1469, 1611, 1544)",99,75
1086,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1536, 1888), (1641, 1888), (1641, 1960), (1536, 1960), (1536, 1888)]",Pesawat,"(1536, 1888, 1641, 1960)",105,72
1087,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1535, 2071), (1642, 2071), (1642, 2140), (1535, 2140), (1535, 2071)]",Pesawat,"(1535, 2071, 1642, 2140)",107,69
1088,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1525, 2159), (1672, 2159), (1672, 2237), (1525, 2237), (1525, 2159)]",Pesawat,"(1525, 2159, 1672, 2237)",147,78
1089,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1155, 847), (1244, 847), (1244, 918), (1155, 918), (1155, 847)]",Pesawat,"(1155, 847, 1244, 918)",89,71
1090,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1138, 1011), (1240, 1011), (1240, 1087), (1138, 1087), (1138, 1011)]",Pesawat,"(1138, 1011, 1240, 1087)",102,76
1091,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1147, 1303), (1260, 1303), (1260, 1382), (1147, 1382), (1147, 1303)]",Pesawat,"(1147, 1303, 1260, 1382)",113,79
1092,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1147, 1565), (1255, 1565), (1255, 1647), (1147, 1647), (1147, 1565)]",Pesawat,"(1147, 1565, 1255, 1647)",108,82
1093,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1151, 1864), (1256, 1864), (1256, 1949), (1151, 1949), (1151, 1864)]",Pesawat,"(1151, 1864, 1256, 1949)",105,85
1094,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1165, 2049), (1254, 2049), (1254, 2131), (1165, 2131), (1165, 2049)]",Pesawat,"(1165, 2049, 1254, 2131)",89,82
1095,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(1159, 2144), (1256, 2144), (1256, 2219), (1159, 2219), (1159, 2144)]",Pesawat,"(1159, 2144, 1256, 2219)",97,75
1096,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(915, 2233), (1038, 2233), (1038, 2326), (915, 2326), (915, 2233)]",Pesawat,"(915, 2233, 1038, 2326)",123,93
1097,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(786, 2082), (878, 2082), (878, 2188), (786, 2188), (786, 2082)]",Pesawat,"(786, 2082, 878, 2188)",92,106
1098,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(543, 2059), (637, 2059), (637, 2127), (543, 2127), (543, 2059)]",Pesawat,"(543, 2059, 637, 2127)",94,68
1099,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(698, 1952), (747, 1952), (747, 2007), (698, 2007), (698, 1952)]",Pesawat,"(698, 1952, 747, 2007)",49,55
1100,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(932, 1696), (1047, 1696), (1047, 1776), (932, 1776), (932, 1696)]",Pesawat,"(932, 1696, 1047, 1776)",115,80
1101,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(929, 1804), (1052, 1804), (1052, 1899), (929, 1899), (929, 1804)]",Pesawat,"(929, 1804, 1052, 1899)",123,95
1102,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(539, 1785), (635, 1785), (635, 1860), (539, 1860), (539, 1785)]",Pesawat,"(539, 1785, 635, 1860)",96,75
1103,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(538, 1598), (637, 1598), (637, 1669), (538, 1669), (538, 1598)]",Pesawat,"(538, 1598, 637, 1669)",99,71
1104,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(567, 1456), (635, 1456), (635, 1508), (567, 1508), (567, 1456)]",Pesawat,"(567, 1456, 635, 1508)",68,52
1105,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(562, 1196), (635, 1196), (635, 1270), (562, 1270), (562, 1196)]",Pesawat,"(562, 1196, 635, 1270)",73,74
1106,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(684, 971), (745, 971), (745, 1049), (684, 1049), (684, 971)]",Pesawat,"(684, 971, 745, 1049)",61,78
1107,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(547, 924), (614, 924), (614, 983), (547, 983), (547, 924)]",Pesawat,"(547, 924, 614, 983)",67,59
1108,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(932, 876), (1035, 876), (1035, 950), (932, 950), (932, 876)]",Pesawat,"(932, 876, 1035, 950)",103,74
1109,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(932, 1338), (1039, 1338), (1039, 1403), (932, 1403), (932, 1338)]",Pesawat,"(932, 1338, 1039, 1403)",107,65
1110,4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,"[(920, 1426), (1021, 1426), (1021, 1511), (920, 1511), (920, 1426)]",Pesawat,"(920, 1426, 1021, 1511)",101,85
1111,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(245, 358), (412, 358), (412, 532), (245, 532), (245, 358)]",Truncated_Pesawat,"(245, 358, 412, 532)",167,174
1112,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(9, 367), (196, 367), (196, 534), (9, 534), (9, 367)]",Truncated_Pesawat,"(9, 367, 196, 534)",187,167
1113,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1625, 309), (1825, 309), (1825, 465), (1625, 465), (1625, 309)]",Pesawat,"(1625, 309, 1825, 465)",200,156
1114,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1037, 333), (1224, 333), (1224, 489), (1037, 489), (1037, 333)]",Pesawat,"(1037, 333, 1224, 489)",187,156
1115,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(279, 555), (489, 555), (489, 738), (279, 738), (279, 555)]",Pesawat,"(279, 555, 489, 738)",210,183
1116,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(242, 773), (453, 773), (453, 965), (242, 965), (242, 773)]",Pesawat,"(242, 773, 453, 965)",211,192
1117,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(912, 500), (1092, 500), (1092, 666), (912, 666), (912, 500)]",Pesawat,"(912, 500, 1092, 666)",180,166
1118,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(803, 674), (971, 674), (971, 823), (803, 823), (803, 674)]",Pesawat,"(803, 674, 971, 823)",168,149
1119,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(719, 849), (891, 849), (891, 1010), (719, 1010), (719, 849)]",Pesawat,"(719, 849, 891, 1010)",172,161
1120,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(644, 1036), (821, 1036), (821, 1197), (644, 1197), (644, 1036)]",Pesawat,"(644, 1036, 821, 1197)",177,161
1121,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(535, 1185), (713, 1185), (713, 1343), (535, 1343), (535, 1185)]",Pesawat,"(535, 1185, 713, 1343)",178,158
1122,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1511, 462), (1689, 462), (1689, 611), (1511, 611), (1511, 462)]",Pesawat,"(1511, 462, 1689, 611)",178,149
1123,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1402, 640), (1604, 640), (1604, 803), (1402, 803), (1402, 640)]",Pesawat,"(1402, 640, 1604, 803)",202,163
1124,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1861, 823), (2034, 823), (2034, 997), (1861, 997), (1861, 823)]",Pesawat,"(1861, 823, 2034, 997)",173,174
1125,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1164, 1026), (1342, 1026), (1342, 1174), (1164, 1174), (1164, 1026)]",Pesawat,"(1164, 1026, 1342, 1174)",178,148
1126,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1049, 1183), (1215, 1183), (1215, 1320), (1049, 1320), (1049, 1183)]",Pesawat,"(1049, 1183, 1215, 1320)",166,137
1127,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(831, 1427), (998, 1427), (998, 1570), (831, 1570), (831, 1427)]",Pesawat,"(831, 1427, 998, 1570)",167,143
1128,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1245, 1411), (1344, 1411), (1344, 1521), (1245, 1521), (1245, 1411)]",Pesawat,"(1245, 1411, 1344, 1521)",99,110
1129,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2224, 1463), (2403, 1463), (2403, 1652), (2224, 1652), (2224, 1463)]",Pesawat,"(2224, 1463, 2403, 1652)",179,189
1130,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1779, 1440), (1950, 1440), (1950, 1621), (1779, 1621), (1779, 1440)]",Pesawat,"(1779, 1440, 1950, 1621)",171,181
1131,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1588, 1435), (1767, 1435), (1767, 1614), (1588, 1614), (1588, 1435)]",Pesawat,"(1588, 1435, 1767, 1614)",179,179
1132,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1406, 1536), (1578, 1536), (1578, 1729), (1406, 1729), (1406, 1536)]",Pesawat,"(1406, 1536, 1578, 1729)",172,193
1133,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(861, 1706), (1034, 1706), (1034, 1888), (861, 1888), (861, 1706)]",Pesawat,"(861, 1706, 1034, 1888)",173,182
1134,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2268, 1872), (2372, 1872), (2372, 1978), (2268, 1978), (2268, 1872)]",Pesawat,"(2268, 1872, 2372, 1978)",104,106
1135,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2153, 1866), (2246, 1866), (2246, 1983), (2153, 1983), (2153, 1866)]",Pesawat,"(2153, 1866, 2246, 1983)",93,117
1136,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2033, 1857), (2129, 1857), (2129, 1948), (2033, 1948), (2033, 1857)]",Pesawat,"(2033, 1857, 2129, 1948)",96,91
1137,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1912, 1853), (2012, 1853), (2012, 1944), (1912, 1944), (1912, 1853)]",Pesawat,"(1912, 1853, 2012, 1944)",100,91
1138,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1793, 1838), (1890, 1838), (1890, 1942), (1793, 1942), (1793, 1838)]",Pesawat,"(1793, 1838, 1890, 1942)",97,104
1139,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2012, 2140), (2121, 2140), (2121, 2275), (2012, 2275), (2012, 2140)]",Pesawat,"(2012, 2140, 2121, 2275)",109,135
1140,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1772, 2141), (1882, 2141), (1882, 2267), (1772, 2267), (1772, 2141)]",Pesawat,"(1772, 2141, 1882, 2267)",110,126
1141,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(2108, 2429), (2208, 2429), (2208, 2532), (2108, 2532), (2108, 2429)]",Pesawat,"(2108, 2429, 2208, 2532)",100,103
1142,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1986, 2430), (2084, 2430), (2084, 2540), (1986, 2540), (1986, 2430)]",Pesawat,"(1986, 2430, 2084, 2540)",98,110
1143,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1636, 2417), (1740, 2417), (1740, 2523), (1636, 2523), (1636, 2417)]",Pesawat,"(1636, 2417, 1740, 2523)",104,106
1144,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1493, 2417), (1591, 2417), (1591, 2514), (1493, 2514), (1493, 2417)]",Pesawat,"(1493, 2417, 1591, 2514)",98,97
1145,576827bc-a94a-4611-8820-f3d56e969151.jpg,"[(1165, 2116), (1297, 2116), (1297, 2268), (1165, 2268), (1165, 2116)]",Pesawat,"(1165, 2116, 1297, 2268)",132,152
