id,image_id,geometry,class
400,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(990, 1413), (1066, 1413), (1066, 1511), (990, 1511), (990, 1413)]",Pesawat
401,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(891, 1418), (969, 1418), (969, 1516), (891, 1516), (891, 1418)]",Pesawat
402,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(791, 1406), (886, 1406), (886, 1524), (791, 1524), (791, 1406)]",Pesawat
403,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(907, 1762), (988, 1762), (988, 1852), (907, 1852), (907, 1762)]",Pesawat
404,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1002, 1764), (1084, 1764), (1084, 1855), (1002, 1855), (1002, 1764)]",Pesawat
405,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1127, 1732), (1266, 1732), (1266, 1861), (1127, 1861), (1127, 1732)]",Pesawat
406,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1308, 1730), (1399, 1730), (1399, 1846), (1308, 1846), (1308, 1730)]",Pesawat
407,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1789, 1758), (1868, 1758), (1868, 1847), (1789, 1847), (1789, 1758)]",Pesawat
408,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1892, 1925), (1984, 1925), (1984, 2058), (1892, 2058), (1892, 1925)]",Pesawat
409,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(2262, 1775), (2330, 1775), (2330, 1851), (2262, 1851), (2262, 1775)]",Pesawat
410,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(2491, 1784), (2546, 1784), (2546, 1862), (2491, 1862), (2491, 1784)]",Pesawat
411,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(491, 1422), (573, 1422), (573, 1513), (491, 1513), (491, 1422)]",Pesawat
412,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(406, 1413), (483, 1413), (483, 1508), (406, 1508), (406, 1413)]",Pesawat
413,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(391, 1759), (479, 1759), (479, 1858), (391, 1858), (391, 1759)]",Pesawat
414,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(492, 1767), (567, 1767), (567, 1859), (492, 1859), (492, 1767)]",Pesawat
415,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(577, 1760), (662, 1760), (662, 1854), (577, 1854), (577, 1760)]",Pesawat
416,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(675, 1759), (760, 1759), (760, 1851), (675, 1851), (675, 1759)]",Pesawat
417,eeb978ec-5945-4def-819a-4ea903b17c2d.jpg,"[(1575, 2492), (1677, 2492), (1677, 2557), (1575, 2557), (1575, 2492)]",Truncated_Pesawat
418,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(712, 0), (807, 0), (807, 49), (712, 49), (712, 0)]",Truncated_Pesawat
419,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(889, 2), (997, 2), (997, 52), (889, 52), (889, 2)]",Truncated_Pesawat
420,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1185, 1), (1282, 1), (1282, 48), (1185, 48), (1185, 1)]",Truncated_Pesawat
421,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2162, 0), (2220, 0), (2220, 42), (2162, 42), (2162, 0)]",Truncated_Pesawat
422,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2253, 0), (2301, 0), (2301, 41), (2253, 41), (2253, 0)]",Truncated_Pesawat
423,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2338, 0), (2398, 0), (2398, 31), (2338, 31), (2338, 0)]",Truncated_Pesawat
424,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(696, 416), (789, 416), (789, 495), (696, 495), (696, 416)]",Pesawat
425,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(889, 399), (983, 399), (983, 493), (889, 493), (889, 399)]",Pesawat
426,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1098, 406), (1192, 406), (1192, 496), (1098, 496), (1098, 406)]",Pesawat
427,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1196, 406), (1282, 406), (1282, 490), (1196, 490), (1196, 406)]",Pesawat
428,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1293, 403), (1374, 403), (1374, 495), (1293, 495), (1293, 403)]",Pesawat
429,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1598, 404), (1681, 404), (1681, 496), (1598, 496), (1598, 404)]",Pesawat
430,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1688, 410), (1775, 410), (1775, 497), (1688, 497), (1688, 410)]",Pesawat
431,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1777, 402), (1861, 402), (1861, 496), (1777, 496), (1777, 402)]",Pesawat
432,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1985, 411), (2062, 411), (2062, 497), (1985, 497), (1985, 411)]",Pesawat
433,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2095, 421), (2170, 421), (2170, 507), (2095, 507), (2095, 421)]",Pesawat
434,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2101, 672), (2182, 672), (2182, 769), (2101, 769), (2101, 672)]",Pesawat
435,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2011, 680), (2094, 680), (2094, 761), (2011, 761), (2011, 680)]",Pesawat
436,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1790, 667), (1869, 667), (1869, 758), (1790, 758), (1790, 667)]",Pesawat
437,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1692, 670), (1774, 670), (1774, 758), (1692, 758), (1692, 670)]",Pesawat
438,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1593, 709), (1681, 709), (1681, 789), (1593, 789), (1593, 709)]",Pesawat
439,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1373, 714), (1461, 714), (1461, 804), (1373, 804), (1373, 714)]",Pesawat
440,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1559, 964), (1658, 964), (1658, 1046), (1559, 1046), (1559, 964)]",Pesawat
441,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1188, 667), (1273, 667), (1273, 754), (1188, 754), (1188, 667)]",Pesawat
442,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1101, 669), (1176, 669), (1176, 753), (1101, 753), (1101, 669)]",Pesawat
443,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(895, 664), (970, 664), (970, 753), (895, 753), (895, 664)]",Pesawat
444,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(797, 661), (882, 661), (882, 752), (797, 752), (797, 661)]",Pesawat
445,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(693, 671), (786, 671), (786, 756), (693, 756), (693, 671)]",Pesawat
446,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(792, 1244), (901, 1244), (901, 1339), (792, 1339), (792, 1244)]",Pesawat
447,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(402, 1429), (483, 1429), (483, 1507), (402, 1507), (402, 1429)]",Pesawat
448,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(594, 1431), (687, 1431), (687, 1514), (594, 1514), (594, 1431)]",Pesawat
449,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1191, 1426), (1272, 1426), (1272, 1515), (1191, 1515), (1191, 1426)]",Pesawat
450,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1325, 1416), (1418, 1416), (1418, 1508), (1325, 1508), (1325, 1416)]",Pesawat
451,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1703, 1426), (1789, 1426), (1789, 1520), (1703, 1520), (1703, 1426)]",Pesawat
452,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1919, 1428), (2001, 1428), (2001, 1520), (1919, 1520), (1919, 1428)]",Pesawat
453,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2254, 1441), (2318, 1441), (2318, 1523), (2254, 1523), (2254, 1441)]",Pesawat
454,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2192, 1774), (2257, 1774), (2257, 1848), (2192, 1848), (2192, 1774)]",Pesawat
455,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(2485, 1786), (2551, 1786), (2551, 1864), (2485, 1864), (2485, 1786)]",Pesawat
456,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1899, 1764), (1990, 1764), (1990, 1869), (1899, 1869), (1899, 1764)]",Pesawat
457,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1783, 1749), (1871, 1749), (1871, 1862), (1783, 1862), (1783, 1749)]",Pesawat
458,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(1124, 1732), (1264, 1732), (1264, 1862), (1124, 1862), (1124, 1732)]",Pesawat
459,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(909, 1761), (999, 1761), (999, 1848), (909, 1848), (909, 1761)]",Pesawat
460,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(810, 1762), (890, 1762), (890, 1857), (810, 1857), (810, 1762)]",Pesawat
461,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(674, 1755), (765, 1755), (765, 1844), (674, 1844), (674, 1755)]",Pesawat
462,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(491, 1768), (567, 1768), (567, 1863), (491, 1863), (491, 1768)]",Pesawat
463,ad36e699-4a1f-4891-b579-6e9ac3e54235.jpg,"[(391, 1762), (475, 1762), (475, 1858), (391, 1858), (391, 1762)]",Pesawat
464,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(67, 146), (151, 146), (151, 224), (67, 224), (67, 146)]",Pesawat
465,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(509, 413), (618, 413), (618, 526), (509, 526), (509, 413)]",Pesawat
466,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(630, 502), (708, 502), (708, 575), (630, 575), (630, 502)]",Pesawat
467,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(732, 526), (787, 526), (787, 597), (732, 597), (732, 526)]",Pesawat
468,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(788, 550), (835, 550), (835, 596), (788, 596), (788, 550)]",Pesawat
469,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(826, 594), (878, 594), (878, 648), (826, 648), (826, 594)]",Pesawat
470,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(837, 650), (871, 650), (871, 689), (837, 689), (837, 650)]",Pesawat
471,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(787, 657), (839, 657), (839, 714), (787, 714), (787, 657)]",Pesawat
472,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(901, 624), (954, 624), (954, 683), (901, 683), (901, 624)]",Pesawat
473,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(962, 667), (1015, 667), (1015, 726), (962, 726), (962, 667)]",Pesawat
474,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(932, 727), (984, 727), (984, 783), (932, 783), (932, 727)]",Pesawat
475,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1031, 704), (1077, 704), (1077, 754), (1031, 754), (1031, 704)]",Pesawat
476,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1072, 717), (1115, 717), (1115, 751), (1072, 751), (1072, 717)]",Pesawat
477,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1014, 752), (1055, 752), (1055, 800), (1014, 800), (1014, 752)]",Pesawat
478,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1081, 738), (1133, 738), (1133, 788), (1081, 788), (1081, 738)]",Pesawat
479,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1067, 786), (1104, 786), (1104, 824), (1067, 824), (1067, 786)]",Pesawat
480,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1229, 832), (1277, 832), (1277, 881), (1229, 881), (1229, 832)]",Pesawat
481,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1215, 884), (1249, 884), (1249, 927), (1215, 927), (1215, 884)]",Pesawat
482,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1271, 851), (1319, 851), (1319, 902), (1271, 902), (1271, 851)]",Pesawat
483,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1315, 878), (1365, 878), (1365, 934), (1315, 934), (1315, 878)]",Pesawat
484,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1279, 949), (1325, 949), (1325, 999), (1279, 999), (1279, 949)]",Pesawat
485,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1620, 1107), (1694, 1107), (1694, 1176), (1620, 1176), (1620, 1107)]",Pesawat
486,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1774, 822), (1849, 822), (1849, 885), (1774, 885), (1774, 822)]",Pesawat
487,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1853, 677), (1934, 677), (1934, 740), (1853, 740), (1853, 677)]",Pesawat
488,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1, 76), (30, 76), (30, 139), (1, 139), (1, 76)]",Truncated_Pesawat
489,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(2493, 713), (2561, 713), (2561, 826), (2493, 826), (2493, 713)]",Truncated_Pesawat
490,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(2422, 838), (2535, 838), (2535, 944), (2422, 944), (2422, 838)]",Pesawat
491,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(2335, 988), (2444, 988), (2444, 1094), (2335, 1094), (2335, 988)]",Pesawat
492,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,"[(1876, 1270), (2022, 1270), (2022, 1400), (1876, 1400), (1876, 1270)]",Pesawat
493,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(246, 69), (377, 69), (377, 195), (246, 195), (246, 69)]",Pesawat
494,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(587, 403), (690, 403), (690, 474), (587, 474), (587, 403)]",Pesawat
495,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(629, 537), (725, 537), (725, 611), (629, 611), (629, 537)]",Pesawat
496,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(880, 325), (1034, 325), (1034, 454), (880, 454), (880, 325)]",Pesawat
497,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(966, 488), (1079, 488), (1079, 606), (966, 606), (966, 488)]",Pesawat
498,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1050, 767), (1173, 767), (1173, 887), (1050, 887), (1050, 767)]",Pesawat
499,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(716, 794), (806, 794), (806, 864), (716, 864), (716, 794)]",Pesawat
500,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(759, 918), (849, 918), (849, 990), (759, 990), (759, 918)]",Pesawat
501,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1089, 907), (1215, 907), (1215, 1025), (1089, 1025), (1089, 907)]",Pesawat
502,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1122, 1050), (1273, 1050), (1273, 1174), (1122, 1174), (1122, 1050)]",Pesawat
503,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1182, 1190), (1306, 1190), (1306, 1305), (1182, 1305), (1182, 1190)]",Pesawat
504,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(849, 1168), (932, 1168), (932, 1232), (849, 1232), (849, 1168)]",Pesawat
505,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(802, 1040), (887, 1040), (887, 1113), (802, 1113), (802, 1040)]",Pesawat
506,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(976, 1433), (1019, 1433), (1019, 1471), (976, 1471), (976, 1433)]",Pesawat
507,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(978, 1550), (1063, 1550), (1063, 1619), (978, 1619), (978, 1550)]",Pesawat
508,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1164, 1627), (1283, 1627), (1283, 1753), (1164, 1753), (1164, 1627)]",Pesawat
509,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1306, 1610), (1460, 1610), (1460, 1729), (1306, 1729), (1306, 1610)]",Pesawat
510,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1469, 2137), (1544, 2137), (1544, 2204), (1469, 2204), (1469, 2137)]",Pesawat
511,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1122, 2186), (1221, 2186), (1221, 2252), (1122, 2252), (1122, 2186)]",Pesawat
512,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1154, 2285), (1229, 2285), (1229, 2347), (1154, 2347), (1154, 2285)]",Pesawat
513,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1184, 2362), (1262, 2362), (1262, 2422), (1184, 2422), (1184, 2362)]",Pesawat
514,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1547, 2378), (1642, 2378), (1642, 2436), (1547, 2436), (1547, 2378)]",Pesawat
515,a40b7aed-8db8-449d-b0e4-3debfa04281a.jpg,"[(1578, 2462), (1656, 2462), (1656, 2519), (1578, 2519), (1578, 2462)]",Pesawat
516,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(947, 202), (1034, 202), (1034, 257), (947, 257), (947, 202)]",Pesawat
517,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(961, 276), (1037, 276), (1037, 334), (961, 334), (961, 276)]",Pesawat
518,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(917, 335), (991, 335), (991, 394), (917, 394), (917, 335)]",Pesawat
519,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(934, 410), (1004, 410), (1004, 467), (934, 467), (934, 410)]",Pesawat
520,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(955, 489), (985, 489), (985, 518), (955, 518), (955, 489)]",Pesawat
521,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(864, 668), (931, 668), (931, 728), (864, 728), (864, 668)]",Pesawat
522,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(841, 833), (896, 833), (896, 880), (841, 880), (841, 833)]",Pesawat
523,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(976, 914), (1028, 914), (1028, 967), (976, 967), (976, 914)]",Pesawat
524,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1091, 907), (1215, 907), (1215, 1015), (1091, 1015), (1091, 907)]",Pesawat
525,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1221, 421), (1329, 421), (1329, 534), (1221, 534), (1221, 421)]",Pesawat
526,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1327, 221), (1400, 221), (1400, 295), (1327, 295), (1327, 221)]",Pesawat
527,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1434, 544), (1493, 544), (1493, 615), (1434, 615), (1434, 544)]",Pesawat
528,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1488, 953), (1603, 953), (1603, 1068), (1488, 1068), (1488, 953)]",Pesawat
529,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1501, 1370), (1578, 1370), (1578, 1433), (1501, 1433), (1501, 1370)]",Pesawat
530,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1696, 1552), (1786, 1552), (1786, 1661), (1696, 1661), (1696, 1552)]",Pesawat
531,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1313, 1739), (1379, 1739), (1379, 1815), (1313, 1815), (1313, 1739)]",Pesawat
532,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1018, 1163), (1144, 1163), (1144, 1269), (1018, 1269), (1018, 1163)]",Pesawat
533,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(753, 1041), (829, 1041), (829, 1105), (753, 1105), (753, 1041)]",Pesawat
534,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(679, 1342), (745, 1342), (745, 1408), (679, 1408), (679, 1342)]",Pesawat
535,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(828, 1597), (898, 1597), (898, 1664), (828, 1664), (828, 1597)]",Pesawat
536,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(0, 1680), (33, 1680), (33, 1752), (0, 1752), (0, 1680)]",Truncated_Pesawat
537,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(688, 2432), (831, 2432), (831, 2562), (688, 2562), (688, 2432)]",Truncated_Pesawat
538,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(188, 1728), (251, 1728), (251, 1785), (188, 1785), (188, 1728)]",Pesawat
539,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(207, 1837), (342, 1837), (342, 1961), (207, 1961), (207, 1837)]",Pesawat
540,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(90, 2358), (220, 2358), (220, 2472), (90, 2472), (90, 2358)]",Pesawat
541,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(29, 2103), (142, 2103), (142, 2213), (29, 2213), (29, 2103)]",Pesawat
542,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(397, 2306), (543, 2306), (543, 2411), (397, 2411), (397, 2306)]",Pesawat
543,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(446, 2176), (571, 2176), (571, 2288), (446, 2288), (446, 2176)]",Pesawat
544,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(470, 2056), (589, 2056), (589, 2155), (470, 2155), (470, 2056)]",Pesawat
545,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(515, 1929), (633, 1929), (633, 2026), (515, 2026), (515, 1929)]",Pesawat
546,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(664, 1847), (732, 1847), (732, 1907), (664, 1907), (664, 1847)]",Pesawat
547,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(850, 1878), (957, 1878), (957, 1989), (850, 1989), (850, 1878)]",Pesawat
548,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1256, 1908), (1345, 1908), (1345, 2006), (1256, 2006), (1256, 1908)]",Pesawat
549,57af3c0a-b5ae-4e4f-a7f9-6856be2f80e5.jpg,"[(1275, 1048), (1382, 1048), (1382, 1167), (1275, 1167), (1275, 1048)]",Pesawat
550,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(716, 351), (810, 351), (810, 444), (716, 444), (716, 351)]",Pesawat
551,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(945, 325), (1075, 325), (1075, 477), (945, 477), (945, 325)]",Pesawat
552,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1291, 376), (1411, 376), (1411, 473), (1291, 473), (1291, 376)]",Pesawat
553,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1908, 394), (2075, 394), (2075, 568), (1908, 568), (1908, 394)]",Pesawat
554,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(2301, 338), (2481, 338), (2481, 517), (2301, 517), (2301, 338)]",Pesawat
555,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1874, 593), (2069, 593), (2069, 768), (1874, 768), (1874, 593)]",Pesawat
556,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1283, 628), (1378, 628), (1378, 723), (1283, 723), (1283, 628)]",Pesawat
557,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1362, 762), (1456, 762), (1456, 854), (1362, 854), (1362, 762)]",Pesawat
558,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1287, 878), (1387, 878), (1387, 974), (1287, 974), (1287, 878)]",Pesawat
559,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1282, 1017), (1382, 1017), (1382, 1107), (1282, 1107), (1282, 1017)]",Pesawat
560,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1230, 1156), (1377, 1156), (1377, 1283), (1230, 1283), (1230, 1156)]",Pesawat
561,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1285, 1314), (1387, 1314), (1387, 1405), (1285, 1405), (1285, 1314)]",Pesawat
562,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1898, 796), (2052, 796), (2052, 963), (1898, 963), (1898, 796)]",Pesawat
563,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(2301, 900), (2471, 900), (2471, 1064), (2301, 1064), (2301, 900)]",Pesawat
564,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1955, 1023), (2049, 1023), (2049, 1118), (1955, 1118), (1955, 1023)]",Pesawat
565,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1880, 1186), (2072, 1186), (2072, 1362), (1880, 1362), (1880, 1186)]",Pesawat
566,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(2292, 1132), (2486, 1132), (2486, 1317), (2292, 1317), (2292, 1132)]",Pesawat
567,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1886, 1395), (2065, 1395), (2065, 1558), (1886, 1558), (1886, 1395)]",Pesawat
568,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(2289, 1381), (2446, 1381), (2446, 1546), (2289, 1546), (2289, 1381)]",Pesawat
569,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1687, 1506), (1826, 1506), (1826, 1661), (1687, 1661), (1687, 1506)]",Pesawat
570,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1499, 1639), (1593, 1639), (1593, 1743), (1499, 1743), (1499, 1639)]",Pesawat
571,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1300, 1434), (1385, 1434), (1385, 1521), (1300, 1521), (1300, 1434)]",Pesawat
572,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1238, 1575), (1394, 1575), (1394, 1707), (1238, 1707), (1238, 1575)]",Pesawat
573,78099b50-f2b6-4319-b462-f33df2966c45.jpg,"[(1171, 1792), (1258, 1792), (1258, 1894), (1171, 1894), (1171, 1792)]",Pesawat
